,Date,Favorite,Spread,Underdog,Total,Away Money Line,Home Money Line
6,2016-11-20 13:00:00,at Chiefs,-7.0,Buccaneers,45.0,250.0,-300.0
7,2016-11-20 13:00:00,at Vikings,-2.0,Cardinals,40.0,110.0,-130.0
8,2016-11-20 13:00:00,at Giants,-7.0,Bears,41.5,240.0,-295.0
9,2016-11-20 16:05:00,Dolphins,-1.0,at Rams,38.5,-115.0,-105.0
10,2016-11-20 16:25:00,at Seahawks,-6.5,Eagles,43.0,235.0,-275.0
11,2016-11-20 16:25:00,Patriots,-11.5,at 49ers,51.5,-588.0,400.0
12,2016-11-20 20:30:00,at Redskins,-3.0,Packers,48.0,130.0,-150.0
13,2016-11-21 20:30:00,at Raiders,-6.5,Texans,45.5,250.0,-300.0
0,2016-11-24 12:30:00,at Lions,-2.5,Vikings,42.5,113.0,-125.0
1,2016-11-24 16:30:00,at Cowboys,-5.5,Redskins,52.5,210.0,-250.0
2,2016-11-24 20:30:00,Steelers,-8.5,at Colts,50.0,-450.0,330.0
3,2016-11-27 13:00:00,at Dolphins,-7.0,49ers,44.5,290.0,-350.0
4,2016-11-27 13:00:00,at Saints,-8.0,Rams,44.5,300.0,-400.0
5,2016-11-27 13:00:00,Chargers,-2.5,at Texans,46.0,-140.0,120.0
6,2016-11-27 13:00:00,at Falcons,-4.0,Cardinals,49.0,160.0,-200.0
7,2016-11-27 13:00:00,at Ravens,-3.5,Bengals,41.5,160.0,-180.0
8,2016-11-27 13:00:00,at Bills,-8.5,Jaguars,44.0,330.0,-400.0
9,2016-11-27 13:00:00,Titans,-6.5,at Bears,42.0,-270.0,230.0
10,2016-11-27 13:00:00,Giants,-6.5,at Browns,46.0,-286.0,230.0
11,2016-11-27 16:05:00,Seahawks,-5.0,at Buccaneers,46.0,-230.0,190.0
12,2016-11-27 16:25:00,Patriots,-9.0,at Jets,48.0,-450.0,350.0
13,2016-11-27 16:25:00,at Raiders,-3.5,Panthers,48.0,157.0,-180.0
14,2016-11-27 20:30:00,at Broncos,-3.5,Chiefs,40.0,165.0,-190.0
15,2016-11-28 20:30:00,at Eagles,-4.0,Packers,47.0,170.0,-200.0
0,2016-12-01 20:25:00,Cowboys,-3.0,at Vikings,43.5,-155.0,135.0
1,2016-12-04 13:00:00,at Patriots,-13.0,Rams,44.5,600.0,-900.0
2,2016-12-04 13:00:00,at Saints,-6.5,Lions,53.5,220.0,-270.0
3,2016-12-04 13:00:00,at Falcons,-5.0,Chiefs,50.0,187.0,-217.0
4,2016-12-04 13:00:00,at Ravens,-3.5,Dolphins,41.5,160.0,-180.0
5,2016-12-04 13:00:00,49ers,-1.0,at Bears,44.0,-120.0,100.0
6,2016-12-04 13:00:00,at Bengals,-1.5,Eagles,42.0,105.0,-125.0
7,2016-12-04 13:00:00,at Packers,-6.5,Texans,44.5,241.0,-307.0
8,2016-12-04 13:00:00,Broncos,-3.5,at Jaguars,38.5,-185.0,165.0
9,2016-12-04 16:05:00,at Raiders,-3.0,Bills,48.5,145.0,-165.0
10,2016-12-04 16:25:00,at Steelers,-6.5,Giants,50.0,230.0,-300.0
11,2016-12-04 16:25:00,at Cardinals,-2.5,Redskins,48.5,115.0,-135.0
12,2016-12-04 16:25:00,at Chargers,-3.5,Buccaneers,49.0,155.0,-175.0
13,2016-12-04 20:30:00,at Seahawks,-8.0,Panthers,43.5,300.0,-380.0
14,2016-12-05 20:30:00,at Jets,-1.5,Colts,48.5,100.0,-125.0
0,2016-12-08 20:25:00,at Chiefs,-3.5,Raiders,46.0,163.0,-200.0
1,2016-12-11 13:00:00,at Colts,-6.5,Texans,47.5,220.0,-280.0
2,2016-12-11 13:00:00,Vikings,-3.0,at Jaguars,38.0,-188.0,150.0
3,2016-12-11 13:00:00,Steelers,-2.0,at Bills,46.0,-125.0,105.0
4,2016-12-11 13:00:00,at Panthers,-1.0,Chargers,48.5,100.0,-120.0
5,2016-12-11 13:00:00,Bengals,-4.5,at Browns,41.5,-205.0,175.0
6,2016-12-11 13:00:00,at Lions,-7.5,Bears,42.0,280.0,-350.0
7,2016-12-11 13:00:00,Cardinals,-2.0,at Dolphins,44.0,-128.0,108.0
8,2016-12-11 13:00:00,Redskins,-2.5,at Eagles,48.5,-133.0,110.0
9,2016-12-11 13:00:00,at Titans,-2.0,Broncos,44.0,110.0,-130.0
10,2016-12-11 16:05:00,at 49ers,-2.5,Jets,43.0,135.0,-145.0
11,2016-12-11 16:25:00,at Buccaneers,-2.5,Saints,51.5,115.0,-135.0
12,2016-12-11 16:25:00,Seahawks,-3.0,at Packers,46.0,-155.0,135.0
13,2016-12-11 16:25:00,Falcons,-5.0,at Rams,44.0,-220.0,190.0
14,2016-12-11 20:30:00,Cowboys,-3.5,at Giants,47.0,-185.0,165.0
15,2016-12-12 20:30:00,at Patriots,-6.5,Ravens,45.0,235.0,-275.0
0,2016-12-15 20:25:00,at Seahawks,-15.5,Rams,39.5,900.0,-1600.0
1,2016-12-17 20:25:00,Dolphins,-2.5,at Jets,39.5,-150.0,125.0
2,2016-12-18 13:00:00,at Vikings,-5.5,Colts,45.0,195.0,-240.0
3,2016-12-18 13:00:00,at Giants,-4.0,Lions,41.5,180.0,-200.0
4,2016-12-18 13:00:00,at Ravens,-5.0,Eagles,41.0,195.0,-240.0
5,2016-12-18 13:00:00,at Bills,-10.5,Browns,43.0,350.0,-500.0
6,2016-12-18 13:00:00,Packers,-4.5,at Bears,40.0,-230.0,190.0
7,2016-12-18 13:00:00,Steelers,-3.0,at Bengals,45.5,-175.0,140.0
8,2016-12-18 13:00:00,at Texans,-3.5,Jaguars,39.5,155.0,-189.0
9,2016-12-18 13:00:00,at Chiefs,-6.0,Titans,42.5,220.0,-260.0
10,2016-12-18 16:05:00,at Cardinals,-3.0,Saints,48.0,135.0,-160.0
11,2016-12-18 16:05:00,at Falcons,-14.0,49ers,51.5,700.0,-1100.0
12,2016-12-18 16:25:00,Raiders,-2.5,at Chargers,50.0,-143.0,115.0
13,2016-12-18 16:25:00,Patriots,-3.0,at Broncos,43.0,-165.0,135.0
14,2016-12-18 20:30:00,at Cowboys,-6.5,Buccaneers,47.5,240.0,-300.0
15,2016-12-19 20:30:00,at Redskins,-7.0,Panthers,50.5,255.0,-320.0
0,2016-12-22 20:25:00,at Eagles,-1.0,Giants,42.5,-110.0,-110.0
1,2016-12-24 13:00:00,at Patriots,-17.0,Jets,45.0,1000.0,-2000.0
2,2016-12-24 13:00:00,at Bills,-4.5,Dolphins,44.0,190.0,-220.0
3,2016-12-24 13:00:00,Falcons,-3.0,at Panthers,48.5,-165.0,135.0
4,2016-12-24 13:00:00,Redskins,-3.0,at Bears,49.0,-163.0,130.0
5,2016-12-24 13:00:00,Chargers,-4.5,at Browns,46.0,-210.0,180.0
6,2016-12-24 13:00:00,at Packers,-6.5,Vikings,44.5,230.0,-295.0
7,2016-12-24 13:00:00,Titans,-4.5,at Jaguars,44.0,-220.0,180.0
8,2016-12-24 16:05:00,at Raiders,-3.5,Colts,51.5,165.0,-185.0
9,2016-12-24 16:25:00,at Rams,-5.0,49ers,39.5,200.0,-240.0
10,2016-12-24 16:25:00,at Saints,-3.0,Buccaneers,53.0,155.0,-175.0
11,2016-12-24 16:25:00,at Seahawks,-8.0,Cardinals,43.5,300.0,-400.0
12,2016-12-24 20:25:00,at Texans,-3.0,Bengals,41.5,135.0,-155.0
13,2016-12-25 16:30:00,at Steelers,-6.0,Ravens,46.5,225.0,-300.0
14,2016-12-25 20:30:00,at Chiefs,-3.5,Broncos,37.5,160.0,-185.0
15,2016-12-26 20:30:00,at Cowboys,-6.5,Lions,46.5,225.0,-265.0
0,2017-01-01 13:00:00,Ravens,-1.5,at Bengals,40.5,-125.0,105.0
1,2017-01-01 13:00:00,at Colts,-5.5,Jaguars,48.5,210.0,-260.0
2,2017-01-01 13:00:00,Patriots,-8.0,at Dolphins,47.0,-400.0,300.0
3,2017-01-01 13:00:00,at Vikings,-6.5,Bears,43.5,210.0,-260.0
4,2017-01-01 13:00:00,Bills,-4.5,at Jets,43.0,-222.0,180.0
5,2017-01-01 13:00:00,at Eagles,-6.5,Cowboys,44.0,230.0,-270.0
6,2017-01-01 13:00:00,at Steelers,-3.0,Browns,41.5,135.0,-155.0
7,2017-01-01 13:00:00,at Buccaneers,-3.0,Panthers,44.5,135.0,-155.0
8,2017-01-01 13:00:00,at Titans,-3.0,Texans,41.0,140.0,-160.0
9,2017-01-01 16:25:00,at Redskins,-7.5,Giants,47.5,314.0,-360.0
10,2017-01-01 16:25:00,at Falcons,-7.5,Saints,58.5,275.0,-350.0
11,2017-01-01 16:25:00,Seahawks,-11.5,at 49ers,43.5,-600.0,450.0
12,2017-01-01 16:25:00,Chiefs,-5.5,at Chargers,44.5,-233.0,205.0
13,2017-01-01 16:25:00,Cardinals,-7.0,at Rams,39.0,-320.0,260.0
14,2017-01-01 16:25:00,at Broncos,-1.0,Raiders,40.0,-105.0,-115.0
15,2017-01-01 20:30:00,Packers,-3.5,at Lions,50.5,-200.0,170.0
0,2017-09-07 20:30:00,at Patriots,-9.0,Chiefs,48.0,400.0,-450.0
1,2017-09-10 13:00:00,Buccaneers,-2.5,at Dolphins,41.5,-140.0,120.0
2,2017-09-10 13:00:00,at Titans,-2.5,Raiders,50.5,127.0,-137.0
3,2017-09-10 13:00:00,Eagles,-1.5,at Redskins,49.5,-120.0,110.0
4,2017-09-10 13:00:00,at Bills,-7.5,Jets,42.5,325.0,-360.0
5,2017-09-10 13:00:00,Falcons,-6.5,at Bears,48.0,-286.0,258.0
6,2017-09-10 13:00:00,at Bengals,-2.5,Ravens,41.5,125.0,-135.0
7,2017-09-10 13:00:00,Steelers,-10.0,at Browns,47.0,-485.0,425.0
8,2017-09-10 13:00:00,Cardinals,-2.0,at Lions,48.5,-123.0,113.0
9,2017-09-10 13:00:00,at Texans,-6.0,Jaguars,37.5,210.0,-230.0
10,2017-09-10 16:05:00,at Rams,-3.0,Colts,41.5,167.0,-178.0
11,2017-09-10 16:25:00,at Packers,-2.5,Seahawks,49.5,120.0,-130.0
12,2017-09-10 16:25:00,Panthers,-4.5,at 49ers,45.0,-200.0,185.0
13,2017-09-10 20:30:00,at Cowboys,-5.5,Giants,46.0,215.0,-235.0
14,2017-09-11 19:10:00,at Vikings,-3.0,Saints,47.5,155.0,-165.0
15,2017-09-11 22:20:00,at Broncos,-3.0,Chargers,42.0,133.0,-143.0
0,2017-09-14 20:25:00,at Bengals,-5.5,Texans,38.5,200.0,-220.0
1,2017-09-17 13:00:00,at Ravens,-7.5,Browns,39.5,295.0,-325.0
2,2017-09-17 13:00:00,at Panthers,-6.5,Bills,43.5,248.0,-270.0
3,2017-09-17 13:00:00,Cardinals,-6.5,at Colts,43.5,-280.0,255.0
4,2017-09-17 13:00:00,Titans,-1.5,at Jaguars,41.5,-118.0,108.0
5,2017-09-17 13:00:00,at Chiefs,-4.0,Eagles,46.5,175.0,-190.0
6,2017-09-17 13:00:00,Patriots,-5.5,at Saints,55.0,-230.0,210.0
7,2017-09-17 13:00:00,at Steelers,-8.5,Vikings,43.0,320.0,-355.0
8,2017-09-17 13:00:00,at Buccaneers,-7.0,Bears,44.0,275.0,-305.0
9,2017-09-17 16:05:00,at Raiders,-14.0,Jets,43.5,700.0,-900.0
10,2017-09-17 16:05:00,at Chargers,-3.5,Dolphins,46.5,167.0,-178.0
11,2017-09-17 16:25:00,at Rams,-3.0,Redskins,46.5,140.0,-150.0
12,2017-09-17 16:25:00,Cowboys,-2.5,at Broncos,44.0,-128.0,118.0
13,2017-09-17 16:25:00,at Seahawks,-13.5,49ers,41.5,725.0,-925.0
14,2017-09-17 20:30:00,at Falcons,-3.0,Packers,54.5,158.0,-168.0
15,2017-09-18 20:30:00,at Giants,-3.0,Lions,42.5,150.0,-160.0
0,2017-09-21 20:25:00,Rams,-3.0,at 49ers,40.5,-148.0,138.0
1,2017-09-24 09:30:00,Ravens,-3.0,at Jaguars,38.0,-160.0,150.0
2,2017-09-24 13:00:00,Browns,-1.0,at Colts,42.0,-105.0,-105.0
3,2017-09-24 13:00:00,Broncos,-3.5,at Bills,40.0,-170.0,160.0
4,2017-09-24 13:00:00,at Panthers,-5.0,Saints,46.5,205.0,-225.0
5,2017-09-24 13:00:00,Steelers,-7.0,at Bears,43.5,-300.0,270.0
6,2017-09-24 13:00:00,Falcons,-3.0,at Lions,50.5,-157.0,147.0
7,2017-09-24 13:00:00,Buccaneers,-1.0,at Vikings,41.0,-105.0,-105.0
8,2017-09-24 13:00:00,at Patriots,-13.5,Texans,44.5,700.0,-900.0
9,2017-09-24 13:00:00,Dolphins,-5.5,at Jets,43.0,-220.0,200.0
10,2017-09-24 13:00:00,at Eagles,-5.0,Giants,42.0,195.0,-215.0
11,2017-09-24 16:05:00,at Titans,-2.5,Seahawks,41.5,118.0,-128.0
12,2017-09-24 16:25:00,at Packers,-7.0,Bengals,47.5,300.0,-330.0
13,2017-09-24 16:25:00,Chiefs,-3.0,at Chargers,47.5,-145.0,135.0
14,2017-09-24 20:30:00,Raiders,-3.0,at Redskins,53.5,-173.0,163.0
15,2017-09-25 20:30:00,Cowboys,-3.0,at Cardinals,46.5,-146.0,136.0
0,2017-09-28 20:25:00,at Packers,-7.0,Bears,44.0,315.0,-345.0
1,2017-10-01 09:30:00,Saints,-4.0,at Dolphins,52.0,-190.0,175.0
2,2017-10-01 13:00:00,at Vikings,-2.5,Lions,43.5,135.0,-145.0
3,2017-10-01 13:00:00,at Patriots,-9.0,Panthers,48.0,410.0,-460.0
4,2017-10-01 13:00:00,Jaguars,-4.0,at Jets,38.5,-190.0,175.0
5,2017-10-01 13:00:00,Titans,-2.5,at Texans,43.5,-140.0,130.0
6,2017-10-01 13:00:00,at Falcons,-8.0,Bills,48.0,328.0,-365.0
7,2017-10-01 13:00:00,Steelers,-3.5,at Ravens,42.0,-185.0,170.0
8,2017-10-01 13:00:00,Bengals,-3.5,at Browns,41.5,-170.0,160.0
9,2017-10-01 13:00:00,at Cowboys,-5.5,Rams,50.5,215.0,-235.0
10,2017-10-01 16:05:00,at Cardinals,-6.5,49ers,43.5,235.0,-255.0
11,2017-10-01 16:05:00,at Chargers,-2.0,Eagles,48.0,116.0,-126.0
12,2017-10-01 16:05:00,at Buccaneers,-2.5,Giants,45.5,120.0,-130.0
13,2017-10-01 16:25:00,at Broncos,-3.5,Raiders,43.5,170.0,-185.0
14,2017-10-01 20:30:00,at Seahawks,-12.0,Colts,41.5,650.0,-825.0
15,2017-10-02 20:30:00,at Chiefs,-6.5,Redskins,48.0,260.0,-290.0
0,2017-10-05 20:25:00,Patriots,-3.5,at Buccaneers,54.5,-185.0,170.0
1,2017-10-08 13:00:00,at Eagles,-6.0,Cardinals,44.5,230.0,-250.0
2,2017-10-08 13:00:00,at Steelers,-7.0,Jaguars,41.0,280.0,-310.0
3,2017-10-08 13:00:00,at Bengals,-3.0,Bills,39.5,140.0,-150.0
4,2017-10-08 13:00:00,Jets,-1.5,at Browns,41.5,-120.0,110.0
5,2017-10-08 13:00:00,at Lions,-2.0,Panthers,41.5,113.0,-123.0
6,2017-10-08 13:00:00,49ers,-1.0,at Colts,43.5,105.0,-115.0
7,2017-10-08 13:00:00,Titans,-1.0,at Dolphins,41.5,104.0,-114.0
8,2017-10-08 13:00:00,at Giants,-3.0,Chargers,45.5,150.0,-160.0
9,2017-10-08 16:05:00,at Raiders,-3.0,Ravens,40.5,140.0,-150.0
10,2017-10-08 16:05:00,at Rams,-2.0,Seahawks,46.5,113.0,-123.0
11,2017-10-08 16:25:00,at Cowboys,-2.5,Packers,52.0,123.0,-133.0
12,2017-10-08 20:30:00,Chiefs,-1.5,at Texans,45.5,-120.0,110.0
13,2017-10-09 20:30:00,Vikings,-3.5,at Bears,41.0,-185.0,170.0
0,2017-10-12 20:25:00,at Panthers,-3.0,Eagles,44.0,135.0,-145.0
1,2017-10-15 13:00:00,at Falcons,-14.0,Dolphins,46.0,680.0,-870.0
2,2017-10-15 13:00:00,at Ravens,-5.0,Bears,39.5,190.0,-210.0
3,2017-10-15 13:00:00,Packers,-3.0,at Vikings,46.0,-152.0,142.0
4,2017-10-15 13:00:00,at Saints,-5.5,Lions,50.5,210.0,-230.0
5,2017-10-15 13:00:00,Patriots,-9.5,at Jets,48.5,-420.0,375.0
6,2017-10-15 13:00:00,at Texans,-7.0,Browns,46.0,310.0,-340.0
7,2017-10-15 13:00:00,at Redskins,-11.5,49ers,46.5,475.0,-560.0
8,2017-10-15 16:05:00,Buccaneers,-2.5,at Cardinals,46.5,-135.0,125.0
9,2017-10-15 16:05:00,Rams,-1.0,at Jaguars,42.0,103.0,-113.0
10,2017-10-15 16:25:00,at Chiefs,-3.5,Steelers,46.0,168.0,-180.0
11,2017-10-15 16:25:00,at Raiders,-3.0,Chargers,48.0,145.0,-155.0
12,2017-10-15 20:30:00,at Broncos,-13.5,Giants,37.5,590.0,-735.0
13,2017-10-16 20:30:00,at Titans,-6.5,Colts,46.0,248.0,-270.0
0,2017-10-19 20:25:00,Chiefs,-3.0,at Raiders,46.5,-145.0,135.0
1,2017-10-22 13:00:00,at Bills,-3.0,Buccaneers,46.5,155.0,-165.0
2,2017-10-22 13:00:00,Panthers,-2.5,at Bears,39.5,-145.0,135.0
3,2017-10-22 13:00:00,Titans,-6.0,at Browns,42.5,-230.0,210.0
4,2017-10-22 13:00:00,Saints,-3.5,at Packers,45.5,-175.0,165.0
5,2017-10-22 13:00:00,Jaguars,-3.0,at Colts,41.0,-150.0,140.0
6,2017-10-22 13:00:00,at Rams,-3.0,Cardinals,45.5,150.0,-160.0
7,2017-10-22 13:00:00,at Dolphins,-3.0,Jets,40.0,145.0,-155.0
8,2017-10-22 13:00:00,at Vikings,-5.5,Ravens,37.5,210.0,-230.0
9,2017-10-22 16:05:00,Cowboys,-6.0,at 49ers,48.0,-260.0,240.0
10,2017-10-22 16:25:00,Seahawks,-3.5,at Giants,38.5,-185.0,170.0
11,2017-10-22 16:25:00,at Steelers,-4.5,Bengals,40.0,190.0,-210.0
12,2017-10-22 16:25:00,Broncos,-1.0,at Chargers,41.0,-107.0,-103.0
13,2017-10-22 20:30:00,at Patriots,-2.5,Falcons,56.5,130.0,-140.0
14,2017-10-23 20:30:00,at Eagles,-5.5,Redskins,48.5,205.0,-225.0
0,2017-10-26 20:25:00,at Ravens,-3.0,Dolphins,38.0,140.0,-150.0
1,2017-10-29 09:30:00,Vikings,-11.0,at Browns,38.5,-525.0,450.0
2,2017-10-29 13:00:00,at Bills,-2.0,Raiders,47.5,112.0,-122.0
3,2017-10-29 13:00:00,at Bengals,-10.5,Colts,44.0,420.0,-475.0
4,2017-10-29 13:00:00,at Patriots,-6.5,Chargers,49.0,245.0,-265.0
5,2017-10-29 13:00:00,at Saints,-7.5,Bears,46.0,320.0,-355.0
6,2017-10-29 13:00:00,Falcons,-6.5,at Jets,44.0,-280.0,255.0
7,2017-10-29 13:00:00,at Eagles,-12.5,49ers,45.0,600.0,-750.0
8,2017-10-29 13:00:00,Panthers,-1.5,at Buccaneers,46.0,108.0,-118.0
9,2017-10-29 16:05:00,at Seahawks,-6.0,Texans,45.0,240.0,-260.0
10,2017-10-29 16:25:00,Cowboys,-3.0,at Redskins,46.5,-158.0,148.0
11,2017-10-29 20:30:00,Steelers,-3.0,at Lions,44.5,-165.0,155.0
12,2017-10-30 20:30:00,at Chiefs,-7.0,Broncos,42.0,285.0,-315.0
0,2017-11-02 20:25:00,Bills,-3.0,at Jets,42.0,-170.0,160.0
1,2017-11-05 13:00:00,at Eagles,-7.0,Broncos,41.0,265.0,-295.0
2,2017-11-05 13:00:00,Falcons,-3.0,at Panthers,42.0,-150.0,140.0
3,2017-11-05 13:00:00,at Texans,-6.0,Colts,45.0,225.0,-245.0
4,2017-11-05 13:00:00,at Jaguars,-6.0,Bengals,38.0,215.0,-235.0
5,2017-11-05 13:00:00,at Saints,-6.5,Buccaneers,54.5,270.0,-300.0
6,2017-11-05 13:00:00,Rams,-6.0,at Giants,42.5,-245.0,225.0
7,2017-11-05 13:00:00,at Titans,-3.0,Ravens,41.0,150.0,-160.0
8,2017-11-05 16:05:00,at Seahawks,-8.0,Redskins,44.0,335.0,-375.0
9,2017-11-05 16:05:00,Cardinals,-2.5,at 49ers,39.5,-128.0,118.0
10,2017-11-05 16:25:00,at Cowboys,-2.5,Chiefs,53.0,120.0,-130.0
11,2017-11-05 20:30:00,Raiders,-3.0,at Dolphins,44.5,-160.0,150.0
12,2017-11-06 20:30:00,Lions,-2.5,at Packers,43.0,-130.0,120.0
0,2017-11-09 20:25:00,Seahawks,-6.0,at Cardinals,40.0,-245.0,225.0
1,2017-11-12 13:00:00,Saints,-2.0,at Bills,48.5,-123.0,113.0
2,2017-11-12 13:00:00,at Lions,-10.0,Browns,42.5,423.0,-480.0
3,2017-11-12 13:00:00,Steelers,-10.5,at Colts,47.0,-485.0,425.0
4,2017-11-12 13:00:00,at Jaguars,-5.0,Chargers,41.0,195.0,-215.0
5,2017-11-12 13:00:00,at Bears,-4.5,Packers,37.5,185.0,-200.0
6,2017-11-12 13:00:00,Jets,-1.5,at Buccaneers,44.5,110.0,-120.0
7,2017-11-12 13:00:00,at Titans,-4.5,Bengals,40.5,190.0,-210.0
8,2017-11-12 13:00:00,Vikings,-1.0,at Redskins,42.5,-105.0,-105.0
9,2017-11-12 16:05:00,at Rams,-12.5,Texans,44.5,525.0,-635.0
10,2017-11-12 16:25:00,Giants,-3.0,at 49ers,41.5,-155.0,145.0
11,2017-11-12 16:25:00,at Falcons,-3.5,Cowboys,48.5,170.0,-185.0
12,2017-11-12 20:30:00,Patriots,-7.0,at Broncos,44.5,-295.0,265.0
13,2017-11-13 20:30:00,at Panthers,-8.0,Dolphins,38.5,330.0,-370.0
0,2017-11-16 20:25:00,at Steelers,-7.0,Titans,44.5,275.0,-305.0
1,2017-11-19 13:00:00,Lions,-3.0,at Bears,41.0,-160.0,150.0
2,2017-11-19 13:00:00,Jaguars,-7.0,at Browns,37.0,-315.0,285.0
3,2017-11-19 13:00:00,Ravens,-2.5,at Packers,38.5,-129.0,119.0
4,2017-11-19 13:00:00,at Texans,-2.5,Cardinals,38.5,119.0,-129.0
5,2017-11-19 13:00:00,Buccaneers,-1.0,at Dolphins,43.5,-115.0,105.0
6,2017-11-19 13:00:00,Rams,-1.5,at Vikings,46.0,110.0,-120.0
7,2017-11-19 13:00:00,at Saints,-9.5,Redskins,53.0,335.0,-375.0
8,2017-11-19 13:00:00,Chiefs,-9.5,at Giants,44.5,-420.0,375.0
9,2017-11-19 16:05:00,at Chargers,-7.0,Bills,41.5,270.0,-300.0
10,2017-11-19 16:25:00,Patriots,-7.0,at Raiders,54.5,-305.0,275.0
11,2017-11-19 16:25:00,at Broncos,-2.5,Bengals,37.5,130.0,-140.0
12,2017-11-19 20:30:00,Eagles,-6.0,at Cowboys,48.0,-250.0,230.0
13,2017-11-20 20:30:00,Falcons,-1.0,at Seahawks,46.0,-117.0,107.0
0,2017-11-23 12:30:00,Vikings,-2.5,at Lions,45.5,-135.0,125.0
1,2017-11-23 16:30:00,Chargers,-1.0,at Cowboys,46.5,-115.0,105.0
2,2017-11-23 20:30:00,at Redskins,-7.0,Giants,44.0,265.0,-295.0
3,2017-11-26 13:00:00,at Patriots,-16.5,Dolphins,49.0,1050.0,-1300.0
4,2017-11-26 13:00:00,Panthers,-5.5,at Jets,39.0,-230.0,210.0
5,2017-11-26 13:00:00,at Eagles,-13.5,Bears,43.0,700.0,-900.0
6,2017-11-26 13:00:00,Titans,-3.0,at Colts,46.5,-165.0,155.0
7,2017-11-26 13:00:00,at Chiefs,-8.0,Bills,47.0,320.0,-355.0
8,2017-11-26 13:00:00,at Falcons,-10.0,Buccaneers,47.5,420.0,-475.0
9,2017-11-26 13:00:00,at Bengals,-7.5,Browns,39.0,300.0,-330.0
10,2017-11-26 16:05:00,Seahawks,-6.5,at 49ers,44.5,-290.0,260.0
11,2017-11-26 16:25:00,at Raiders,-4.0,Broncos,41.0,185.0,-200.0
12,2017-11-26 16:25:00,Jaguars,-6.0,at Cardinals,37.0,-250.0,230.0
13,2017-11-26 16:25:00,at Rams,-2.5,Saints,54.0,132.0,-142.0
14,2017-11-26 20:30:00,at Steelers,-14.0,Packers,43.0,775.0,-975.0
15,2017-11-27 20:30:00,at Ravens,-7.5,Texans,39.5,315.0,-345.0
0,2017-11-30 20:25:00,Redskins,-1.5,at Cowboys,47.0,-122.0,112.0
1,2017-12-03 13:00:00,at Packers,-3.0,Buccaneers,45.5,155.0,-165.0
2,2017-12-03 13:00:00,at Jaguars,-10.0,Colts,41.0,400.0,-450.0
3,2017-12-03 13:00:00,at Falcons,-2.0,Vikings,48.5,113.0,-123.0
4,2017-12-03 13:00:00,at Ravens,-2.5,Lions,43.0,123.0,-133.0
5,2017-12-03 13:00:00,Patriots,-7.5,at Bills,49.0,-335.0,305.0
6,2017-12-03 13:00:00,at Bears,-2.5,49ers,42.0,130.0,-140.0
7,2017-12-03 13:00:00,Broncos,-1.5,at Dolphins,41.0,-120.0,110.0
8,2017-12-03 13:00:00,Chiefs,-3.5,at Jets,44.0,-185.0,170.0
9,2017-12-03 13:00:00,at Titans,-7.0,Texans,42.0,255.0,-280.0
10,2017-12-03 16:05:00,at Chargers,-13.0,Browns,44.5,660.0,-840.0
11,2017-12-03 16:25:00,Rams,-7.0,at Cardinals,43.0,-325.0,295.0
12,2017-12-03 16:25:00,at Raiders,-10.0,Giants,43.0,390.0,-440.0
13,2017-12-03 16:25:00,at Saints,-6.0,Panthers,47.5,225.0,-245.0
14,2017-12-03 20:30:00,Eagles,-4.0,at Seahawks,46.5,-188.0,173.0
15,2017-12-04 20:30:00,Steelers,-4.5,at Bengals,43.0,-210.0,190.0
0,2017-12-07 20:25:00,at Falcons,-2.0,Saints,51.5,120.0,-130.0
1,2017-12-10 13:00:00,at Bills,-3.5,Colts,36.5,165.0,-175.0
2,2017-12-10 13:00:00,Vikings,-2.5,at Panthers,40.5,-128.0,118.0
3,2017-12-10 13:00:00,at Bengals,-6.0,Bears,40.0,230.0,-250.0
4,2017-12-10 13:00:00,Packers,-2.5,at Browns,38.5,-128.0,118.0
5,2017-12-10 13:00:00,at Chiefs,-4.0,Raiders,48.5,185.0,-200.0
6,2017-12-10 13:00:00,49ers,-1.5,at Texans,45.5,108.0,-118.0
7,2017-12-10 13:00:00,Cowboys,-4.0,at Giants,42.5,-210.0,190.0
8,2017-12-10 13:00:00,Lions,-1.0,at Buccaneers,48.0,-102.0,-108.0
9,2017-12-10 16:05:00,Titans,-2.5,at Cardinals,42.0,-140.0,130.0
10,2017-12-10 16:05:00,at Chargers,-6.0,Redskins,46.5,240.0,-260.0
11,2017-12-10 16:05:00,Jets,-1.0,at Broncos,40.5,-115.0,105.0
12,2017-12-10 16:25:00,Eagles,-1.0,at Rams,47.5,-115.0,105.0
13,2017-12-10 16:25:00,at Jaguars,-2.5,Seahawks,40.5,130.0,-140.0
14,2017-12-10 20:30:00,at Steelers,-6.0,Ravens,43.0,230.0,-250.0
15,2017-12-11 20:30:00,Patriots,-10.5,at Dolphins,48.0,-560.0,475.0
0,2017-12-14 20:25:00,Broncos,-2.5,at Colts,40.5,-145.0,135.0
1,2017-12-16 16:30:00,at Lions,-5.0,Bears,43.5,210.0,-230.0
2,2017-12-16 20:25:00,Chargers,-1.0,at Chiefs,46.5,-105.0,-105.0
3,2017-12-17 13:00:00,at Vikings,-13.0,Bengals,43.0,600.0,-750.0
4,2017-12-17 13:00:00,at Saints,-16.0,Jets,47.0,955.0,-1155.0
5,2017-12-17 13:00:00,Eagles,-7.5,at Giants,41.0,-310.0,280.0
