,Date,Favorite,Spread,Underdog,Total,Away Money Line,Home Money Line
2,2003-12-20 00:00:00,at Buccaneers,-7.0,Falcons,38.0,,
3,2003-12-21 00:00:00,at Eagles,-7.0,49ers,44.5,,
4,2003-12-21 00:00:00,at Steelers,-6.5,Chargers,40.5,,
5,2003-12-21 00:00:00,at Seahawks,-14.0,Cardinals,45.0,,
6,2003-12-21 00:00:00,at Bills,-3.0,Dolphins,33.5,,
7,2003-12-21 00:00:00,at Panthers,-9.0,Lions,37.5,,
8,2003-12-21 00:00:00,at Bears,-4.0,Redskins,34.5,,
9,2003-12-21 00:00:00,Ravens,-3.0,at Browns,36.0,,
10,2003-12-21 00:00:00,at Cowboys,-11.0,Giants,35.5,,
11,2003-12-21 00:00:00,Titans,-6.0,at Texans,39.0,,
12,2003-12-21 00:00:00,at Colts,-7.0,Broncos,49.0,,
13,2003-12-21 00:00:00,at Jaguars,-3.0,Saints,42.0,,
14,2003-12-21 00:00:00,at Rams,-7.0,Bengals,54.5,,
15,2003-12-22 00:00:00,Packers,-6.0,at Raiders,43.0,,
0,2003-12-27 00:00:00,at Patriots,-9.5,Bills,34.5,,
1,2003-12-27 00:00:00,at 49ers,-1.0,Seahawks,46.0,,
2,2003-12-27 00:00:00,Eagles,-8.0,at Redskins,41.5,,
3,2003-12-28 00:00:00,at Titans,-7.0,Buccaneers,41.0,,
4,2003-12-28 00:00:00,Cowboys,-2.0,at Saints,39.0,,
5,2003-12-28 00:00:00,Panthers,-5.0,at Giants,34.0,,
6,2003-12-28 00:00:00,Vikings,-7.5,at Cardinals,45.5,,
7,2003-12-28 00:00:00,at Falcons,-3.0,Jaguars,44.0,,
8,2003-12-28 00:00:00,at Ravens,-7.5,Steelers,38.0,,
9,2003-12-28 00:00:00,at Bengals,-7.5,Browns,41.0,,
10,2003-12-28 00:00:00,Rams,-10.5,at Lions,45.0,,
11,2003-12-28 00:00:00,at Packers,-9.0,Broncos,43.0,,
12,2003-12-28 00:00:00,Colts,-7.0,at Texans,45.0,,
13,2003-12-28 00:00:00,at Chiefs,-9.0,Bears,45.0,,
14,2003-12-28 00:00:00,at Chargers,-3.5,Raiders,46.0,,
15,2003-12-28 00:00:00,at Dolphins,-4.0,Jets,37.5,,
0,2004-09-09 00:00:00,at Patriots,-3.0,Colts,43.5,,
1,2004-09-11 00:00:00,Titans,-3.0,at Dolphins,37.0,,
2,2004-09-12 00:00:00,at Vikings,-6.0,Cowboys,43.5,,
3,2004-09-12 00:00:00,at Bills,-3.0,Jaguars,35.5,,
4,2004-09-12 00:00:00,at Bears,-3.0,Lions,39.0,,
5,2004-09-12 00:00:00,Ravens,-3.0,at Browns,35.0,,
6,2004-09-12 00:00:00,at Broncos,-3.0,Chiefs,49.0,,
7,2004-09-12 00:00:00,at Texans,-5.0,Chargers,43.0,,
8,2004-09-12 00:00:00,at Rams,-10.5,Cardinals,45.5,,
9,2004-09-12 00:00:00,Seahawks,-2.5,at Saints,46.5,,
10,2004-09-12 00:00:00,at Jets,-5.5,Bengals,44.5,,
11,2004-09-12 00:00:00,at Eagles,-8.0,Giants,42.5,,
12,2004-09-12 00:00:00,at Steelers,-3.5,Raiders,43.5,,
13,2004-09-12 00:00:00,Falcons,-3.0,at 49ers,43.5,,
14,2004-09-12 00:00:00,at Redskins,-2.5,Buccaneers,37.5,,
15,2004-09-13 00:00:00,at Panthers,-3.5,Packers,43.5,,
0,2004-09-19 00:00:00,Patriots,-8.0,at Cardinals,41.0,,
1,2004-09-19 00:00:00,at Falcons,-2.0,Rams,46.5,,
2,2004-09-19 00:00:00,at Ravens,-3.5,Steelers,35.5,,
3,2004-09-19 00:00:00,at Bengals,-5.0,Dolphins,39.0,,
4,2004-09-19 00:00:00,at Cowboys,-5.0,Browns,38.0,,
5,2004-09-19 00:00:00,at Lions,-3.0,Texans,43.5,,
6,2004-09-19 00:00:00,at Packers,-8.5,Bears,40.5,,
7,2004-09-19 00:00:00,Broncos,-3.0,at Jaguars,38.5,,
8,2004-09-19 00:00:00,at Chiefs,-7.0,Panthers,46.5,,
9,2004-09-19 00:00:00,Jets,-3.0,at Chargers,46.5,,
10,2004-09-19 00:00:00,at Saints,-7.5,49ers,42.0,,
11,2004-09-19 00:00:00,Redskins,-3.0,at Giants,41.0,,
12,2004-09-19 00:00:00,at Raiders,-3.5,Bills,38.0,,
13,2004-09-19 00:00:00,Seahawks,-3.0,at Buccaneers,37.0,,
14,2004-09-19 00:00:00,Colts,-1.0,at Titans,46.5,,
15,2004-09-20 00:00:00,at Eagles,-4.0,Vikings,49.5,,
0,2004-09-26 00:00:00,at Falcons,-10.5,Cardinals,44.0,,
1,2004-09-26 00:00:00,Ravens,-2.0,at Bengals,35.0,,
2,2004-09-26 00:00:00,at Broncos,-10.0,Chargers,46.5,,
3,2004-09-26 00:00:00,Eagles,-4.5,at Lions,44.0,,
4,2004-09-26 00:00:00,at Colts,-6.0,Packers,50.0,,
5,2004-09-26 00:00:00,at Chiefs,-7.5,Texans,48.0,,
6,2004-09-26 00:00:00,at Rams,-6.0,Saints,48.5,,
7,2004-09-26 00:00:00,at Dolphins,-2.0,Steelers,31.5,,
8,2004-09-26 00:00:00,at Vikings,-11.5,Bears,44.5,,
9,2004-09-26 00:00:00,at Giants,-3.0,Browns,38.0,,
10,2004-09-26 00:00:00,at Raiders,-3.5,Buccaneers,35.0,,
11,2004-09-26 00:00:00,at Seahawks,-9.5,49ers,42.0,,
12,2004-09-26 00:00:00,at Titans,-6.0,Jaguars,34.5,,
13,2004-09-27 00:00:00,at Redskins,-1.5,Cowboys,36.0,,
0,2004-10-03 00:00:00,Patriots,-4.5,at Bills,36.0,,
1,2004-10-03 00:00:00,at Panthers,-3.5,Falcons,37.5,,
2,2004-10-03 00:00:00,Eagles,-9.5,at Bears,40.0,,
3,2004-10-03 00:00:00,Redskins,-3.0,at Browns,35.0,,
4,2004-10-03 00:00:00,at Packers,-6.5,Giants,45.5,,
5,2004-10-03 00:00:00,Raiders,-2.5,at Texans,44.5,,
6,2004-10-03 00:00:00,Colts,-4.0,at Jaguars,43.5,,
7,2004-10-03 00:00:00,Titans,-2.5,at Chargers,40.5,,
8,2004-10-03 00:00:00,Jets,-6.0,at Dolphins,37.5,,
9,2004-10-03 00:00:00,at Steelers,-6.0,Bengals,38.5,,
10,2004-10-03 00:00:00,Rams,-3.5,at 49ers,45.0,,
11,2004-10-03 00:00:00,Broncos,-3.0,at Buccaneers,34.5,,
12,2004-10-03 00:00:00,Saints,-3.0,at Cardinals,40.0,,
13,2004-10-04 00:00:00,at Ravens,-6.0,Chiefs,41.5,,
0,2004-10-10 00:00:00,Vikings,-4.0,at Texans,49.5,,
1,2004-10-10 00:00:00,at Colts,-9.0,Raiders,52.5,,
2,2004-10-10 00:00:00,Jaguars,-2.5,at Chargers,36.5,,
3,2004-10-10 00:00:00,at Patriots,-12.5,Dolphins,34.5,,
4,2004-10-10 00:00:00,at Saints,-3.0,Buccaneers,36.0,,
5,2004-10-10 00:00:00,at Jets,-6.5,Bills,37.5,,
6,2004-10-10 00:00:00,at Steelers,-6.0,Browns,37.0,,
7,2004-10-10 00:00:00,at Seahawks,-7.0,Rams,43.5,,
8,2004-10-10 00:00:00,at 49ers,-1.0,Cardinals,36.5,,
9,2004-10-10 00:00:00,at Redskins,-0.0,Ravens,34.0,,
10,2004-10-10 00:00:00,at Falcons,-6.5,Lions,41.0,,
11,2004-10-10 00:00:00,at Cowboys,-3.5,Giants,37.5,,
12,2004-10-10 00:00:00,at Broncos,-5.5,Panthers,37.5,,
13,2004-10-11 00:00:00,at Packers,-3.0,Titans,43.5,,
0,2004-10-17 00:00:00,at Falcons,-4.5,Chargers,43.0,,
1,2004-10-17 00:00:00,at Bills,-5.5,Dolphins,30.5,,
2,2004-10-17 00:00:00,at Bears,-1.5,Redskins,33.5,,
3,2004-10-17 00:00:00,at Browns,-2.0,Bengals,41.0,,
4,2004-10-17 00:00:00,at Cowboys,-3.0,Steelers,38.5,,
5,2004-10-17 00:00:00,at Lions,-3.0,Packers,44.5,,
6,2004-10-17 00:00:00,Chiefs,-2.5,at Jaguars,44.0,,
7,2004-10-17 00:00:00,at Patriots,-3.5,Seahawks,42.0,,
8,2004-10-17 00:00:00,Vikings,-3.5,at Saints,51.5,,
9,2004-10-17 00:00:00,at Jets,-10.0,49ers,43.0,,
10,2004-10-17 00:00:00,Broncos,-2.0,at Raiders,42.0,,
11,2004-10-17 00:00:00,at Eagles,-9.5,Panthers,41.5,,
12,2004-10-17 00:00:00,at Titans,-6.0,Texans,45.5,,
13,2004-10-18 00:00:00,at Rams,-6.5,Buccaneers,42.5,,
0,2004-10-24 00:00:00,Eagles,-7.0,at Browns,41.0,,
1,2004-10-24 00:00:00,at Packers,-3.5,Cowboys,44.0,,
2,2004-10-24 00:00:00,at Colts,-9.0,Jaguars,46.0,,
3,2004-10-24 00:00:00,at Chiefs,-3.5,Falcons,44.5,,
4,2004-10-24 00:00:00,Rams,-6.0,at Dolphins,37.5,,
5,2004-10-24 00:00:00,at Vikings,-6.5,Titans,53.5,,
6,2004-10-24 00:00:00,at Patriots,-6.5,Jets,44.0,,
7,2004-10-24 00:00:00,at Giants,-7.0,Lions,40.5,,
8,2004-10-24 00:00:00,at Raiders,-3.0,Saints,44.5,,
9,2004-10-24 00:00:00,at Buccaneers,-7.0,Bears,32.5,,
10,2004-10-24 00:00:00,Seahawks,-6.5,at Cardinals,40.5,,
11,2004-10-24 00:00:00,at Ravens,-5.5,Bills,32.0,,
12,2004-10-24 00:00:00,at Panthers,-3.0,Chargers,41.5,,
13,2004-10-25 00:00:00,Broncos,-6.0,at Bengals,43.5,,
0,2004-10-31 00:00:00,at Bills,-3.5,Cardinals,33.5,,
1,2004-10-31 00:00:00,at Bears,-1.5,49ers,36.0,,
2,2004-10-31 00:00:00,at Cowboys,-3.0,Lions,41.0,,
3,2004-10-31 00:00:00,at Broncos,-6.5,Falcons,39.0,,
4,2004-10-31 00:00:00,at Texans,-1.5,Jaguars,42.5,,
5,2004-10-31 00:00:00,Colts,-1.0,at Chiefs,57.0,,
6,2004-10-31 00:00:00,at Chargers,-6.0,Raiders,46.0,,
7,2004-10-31 00:00:00,at Vikings,-6.5,Giants,48.5,,
8,2004-10-31 00:00:00,at Eagles,-7.5,Ravens,38.0,,
9,2004-10-31 00:00:00,Patriots,-3.0,at Steelers,42.5,,
10,2004-10-31 00:00:00,at Seahawks,-8.0,Panthers,39.0,,
11,2004-10-31 00:00:00,at Titans,-3.0,Bengals,39.5,,
12,2004-10-31 00:00:00,Packers,-2.0,at Redskins,40.0,,
13,2004-11-01 00:00:00,at Jets,-7.0,Dolphins,35.0,,
0,2004-11-07 00:00:00,at Ravens,-6.0,Browns,35.0,,
1,2004-11-07 00:00:00,Jets,-3.0,at Bills,36.5,,
2,2004-11-07 00:00:00,at Panthers,-7.0,Raiders,41.5,,
3,2004-11-07 00:00:00,Cowboys,-1.5,at Bengals,43.5,,
4,2004-11-07 00:00:00,at Broncos,-6.5,Texans,41.5,,
5,2004-11-07 00:00:00,at Lions,-3.5,Redskins,37.5,,
6,2004-11-07 00:00:00,at Chargers,-6.0,Saints,49.0,,
7,2004-11-07 00:00:00,Patriots,-2.5,at Rams,48.0,,
8,2004-11-07 00:00:00,at Dolphins,-3.0,Cardinals,34.5,,
9,2004-11-07 00:00:00,at Giants,-9.0,Bears,36.0,,
10,2004-11-07 00:00:00,Eagles,-1.0,at Steelers,44.0,,
11,2004-11-07 00:00:00,Seahawks,-7.0,at 49ers,39.5,,
12,2004-11-07 00:00:00,Chiefs,-3.0,at Buccaneers,44.0,,
13,2004-11-08 00:00:00,at Colts,-7.5,Vikings,58.0,,
0,2004-11-14 00:00:00,at Packers,-4.0,Vikings,50.5,,
1,2004-11-14 00:00:00,at Colts,-8.5,Texans,54.0,,
2,2004-11-14 00:00:00,at Jaguars,-3.5,Lions,34.5,,
3,2004-11-14 00:00:00,Seahawks,-1.0,at Rams,51.0,,
4,2004-11-14 00:00:00,at Patriots,-7.0,Bills,37.5,,
5,2004-11-14 00:00:00,Chiefs,-3.5,at Saints,57.0,,
6,2004-11-14 00:00:00,Ravens,-1.0,at Jets,33.5,,
7,2004-11-14 00:00:00,at 49ers,-1.0,Panthers,41.5,,
8,2004-11-14 00:00:00,at Titans,-6.0,Bears,34.5,,
9,2004-11-14 00:00:00,at Redskins,-3.5,Bengals,36.5,,
10,2004-11-14 00:00:00,Giants,-1.5,at Cardinals,38.5,,
11,2004-11-14 00:00:00,at Falcons,-4.0,Buccaneers,41.0,,
12,2004-11-14 00:00:00,Steelers,-3.0,at Browns,41.0,,
13,2004-11-15 00:00:00,Eagles,-6.5,at Cowboys,42.0,,
0,2004-11-21 00:00:00,at Ravens,-8.0,Cowboys,36.5,,
1,2004-11-21 00:00:00,Rams,-1.0,at Bills,40.0,,
2,2004-11-21 00:00:00,at Panthers,-2.5,Cardinals,37.5,,
3,2004-11-21 00:00:00,Colts,-7.0,at Bears,44.5,,
4,2004-11-21 00:00:00,Steelers,-4.0,at Bengals,41.0,,
5,2004-11-21 00:00:00,at Browns,-0.0,Jets,37.0,,
6,2004-11-21 00:00:00,Packers,-3.0,at Texans,50.0,,
7,2004-11-21 00:00:00,at Jaguars,-3.5,Titans,36.0,,
8,2004-11-21 00:00:00,at Vikings,-7.5,Lions,48.5,,
9,2004-11-21 00:00:00,Broncos,-4.5,at Saints,47.5,,
10,2004-11-21 00:00:00,Falcons,-3.0,at Giants,40.5,,
11,2004-11-21 00:00:00,Chargers,-3.5,at Raiders,47.5,,
12,2004-11-21 00:00:00,at Eagles,-10.0,Redskins,38.5,,
13,2004-11-21 00:00:00,at Seahawks,-9.0,Dolphins,37.5,,
14,2004-11-21 00:00:00,at Buccaneers,-8.0,49ers,42.0,,
15,2004-11-22 00:00:00,Patriots,-3.0,at Chiefs,52.5,,
0,2004-11-25 00:00:00,at Cowboys,-3.5,Bears,36.0,,
1,2004-11-25 00:00:00,Colts,-8.5,at Lions,54.5,,
2,2004-11-28 00:00:00,at Broncos,-11.0,Raiders,44.0,,
3,2004-11-28 00:00:00,Jets,-3.0,at Cardinals,36.0,,
4,2004-11-28 00:00:00,at Falcons,-9.5,Saints,46.5,,
5,2004-11-28 00:00:00,Buccaneers,-3.0,at Panthers,39.5,,
6,2004-11-28 00:00:00,at Bengals,-6.0,Browns,38.5,,
7,2004-11-28 00:00:00,Titans,-1.5,at Texans,43.0,,
8,2004-11-28 00:00:00,at Chiefs,-3.0,Chargers,52.0,,
9,2004-11-28 00:00:00,at Vikings,-5.5,Jaguars,46.5,,
10,2004-11-28 00:00:00,at Patriots,-7.0,Ravens,35.0,,
11,2004-11-28 00:00:00,Eagles,-7.0,at Giants,37.0,,
12,2004-11-28 00:00:00,at Steelers,-10.5,Redskins,35.5,,
13,2004-11-28 00:00:00,at Seahawks,-5.5,Bills,38.0,,
14,2004-11-28 00:00:00,at 49ers,-1.0,Dolphins,37.5,,
15,2004-11-29 00:00:00,at Packers,-6.0,Rams,51.5,,
0,2004-12-05 00:00:00,at Ravens,-6.5,Bengals,37.0,,
1,2004-12-05 00:00:00,Vikings,-7.5,at Bears,40.5,,
2,2004-12-05 00:00:00,Patriots,-11.0,at Browns,40.0,,
3,2004-12-05 00:00:00,at Lions,-6.0,Cardinals,37.0,,
4,2004-12-05 00:00:00,at Colts,-11.0,Titans,55.5,,
5,2004-12-05 00:00:00,Steelers,-3.0,at Jaguars,35.0,,
6,2004-12-05 00:00:00,at Chargers,-3.0,Broncos,47.5,,
7,2004-12-05 00:00:00,at Rams,-10.0,49ers,47.5,,
8,2004-12-05 00:00:00,Bills,-3.5,at Dolphins,34.5,,
9,2004-12-05 00:00:00,at Saints,-1.5,Panthers,47.0,,
10,2004-12-05 00:00:00,at Jets,-7.0,Texans,40.0,,
11,2004-12-05 00:00:00,at Raiders,-0.0,Chiefs,51.5,,
12,2004-12-05 00:00:00,at Eagles,-6.0,Packers,48.0,,
13,2004-12-05 00:00:00,at Buccaneers,-1.5,Falcons,39.0,,
14,2004-12-05 00:00:00,at Redskins,-2.5,Giants,32.0,,
15,2004-12-06 00:00:00,at Seahawks,-7.0,Cowboys,43.0,,
0,2004-12-12 00:00:00,at Cardinals,-5.5,49ers,37.0,,
1,2004-12-12 00:00:00,at Falcons,-7.5,Raiders,45.5,,
2,2004-12-12 00:00:00,at Ravens,-9.5,Giants,33.5,,
3,2004-12-12 00:00:00,at Bills,-11.0,Browns,37.0,,
4,2004-12-12 00:00:00,at Panthers,-7.0,Rams,44.0,,
5,2004-12-12 00:00:00,at Cowboys,-7.0,Saints,48.5,,
6,2004-12-12 00:00:00,at Broncos,-11.0,Dolphins,38.5,,
7,2004-12-12 00:00:00,at Packers,-9.5,Lions,45.0,,
8,2004-12-12 00:00:00,Colts,-11.0,at Texans,57.0,,
9,2004-12-12 00:00:00,at Jaguars,-7.0,Bears,34.0,,
10,2004-12-12 00:00:00,at Chargers,-5.0,Buccaneers,43.0,,
11,2004-12-12 00:00:00,at Vikings,-7.0,Seahawks,52.5,,
12,2004-12-12 00:00:00,at Patriots,-11.0,Bengals,44.0,,
13,2004-12-12 00:00:00,at Steelers,-5.5,Jets,35.0,,
14,2004-12-12 00:00:00,Eagles,-9.0,at Redskins,38.0,,
15,2004-12-13 00:00:00,at Titans,-2.0,Chiefs,52.0,,
0,2004-12-18 00:00:00,at Falcons,-3.5,Panthers,42.0,,
1,2004-12-18 00:00:00,Steelers,-10.0,at Giants,34.5,,
2,2004-12-18 00:00:00,Redskins,-5.0,at 49ers,36.5,,
3,2004-12-19 00:00:00,at Buccaneers,-7.5,Saints,44.0,,
4,2004-12-19 00:00:00,Rams,-3.0,at Cardinals,41.5,,
5,2004-12-19 00:00:00,at Jets,-6.5,Seahawks,41.0,,
6,2004-12-19 00:00:00,at Raiders,-2.5,Titans,47.5,,
7,2004-12-19 00:00:00,at Eagles,-12.5,Cowboys,46.0,,
8,2004-12-19 00:00:00,at Bears,-1.0,Texans,35.0,,
9,2004-12-19 00:00:00,Bills,-1.0,at Bengals,43.5,,
10,2004-12-19 00:00:00,Chargers,-9.0,at Browns,38.5,,
11,2004-12-19 00:00:00,Vikings,-3.0,at Lions,48.5,,
12,2004-12-19 00:00:00,at Packers,-3.5,Jaguars,39.0,,
13,2004-12-19 00:00:00,at Colts,-8.0,Ravens,49.0,,
14,2004-12-19 00:00:00,Broncos,-1.0,at Chiefs,52.5,,
15,2004-12-20 00:00:00,Patriots,-9.5,at Dolphins,41.0,,
0,2004-12-24 00:00:00,at Vikings,-3.5,Packers,56.5,,
1,2004-12-25 00:00:00,at Chiefs,-8.0,Raiders,59.0,,
2,2004-12-25 00:00:00,Broncos,-4.5,at Titans,50.5,,
3,2004-12-26 00:00:00,at Dolphins,-8.0,Browns,40.0,,
4,2004-12-26 00:00:00,at Saints,-4.5,Falcons,44.5,,
5,2004-12-26 00:00:00,Patriots,-2.0,at Jets,42.5,,
6,2004-12-26 00:00:00,at Steelers,-5.0,Ravens,34.0,,
7,2004-12-26 00:00:00,at Seahawks,-7.0,Cardinals,43.0,,
8,2004-12-26 00:00:00,Bills,-11.5,at 49ers,44.0,,
9,2004-12-26 00:00:00,at Buccaneers,-3.0,Panthers,39.5,,
10,2004-12-26 00:00:00,at Bengals,-6.5,Giants,44.5,,
11,2004-12-26 00:00:00,Redskins,-3.0,at Cowboys,37.0,,
12,2004-12-26 00:00:00,at Lions,-6.0,Bears,36.0,,
13,2004-12-26 00:00:00,at Colts,-7.0,Chargers,57.0,,
14,2004-12-26 00:00:00,at Jaguars,-7.5,Texans,38.0,,
15,2004-12-27 00:00:00,at Rams,-3.0,Eagles,46.5,,
0,2005-01-02 00:00:00,at Cardinals,-3.0,Buccaneers,37.5,,
1,2005-01-02 00:00:00,at Ravens,-11.0,Dolphins,33.0,,
2,2005-01-02 00:00:00,at Bills,-9.5,Steelers,33.5,,
3,2005-01-02 00:00:00,at Panthers,-7.0,Saints,45.5,,
4,2005-01-02 00:00:00,at Bears,-3.0,Packers,34.0,,
5,2005-01-02 00:00:00,at Broncos,-8.5,Colts,44.5,,
6,2005-01-02 00:00:00,at Texans,-9.0,Browns,40.0,,
7,2005-01-02 00:00:00,Chiefs,-3.0,at Chargers,52.0,,
8,2005-01-02 00:00:00,Jets,-3.5,at Rams,43.0,,
9,2005-01-02 00:00:00,at Patriots,-13.5,49ers,37.0,,
10,2005-01-02 00:00:00,at Giants,-3.0,Cowboys,37.5,,
11,2005-01-02 00:00:00,at Raiders,-0.0,Jaguars,43.0,,
12,2005-01-02 00:00:00,Bengals,-3.5,at Eagles,38.0,,
13,2005-01-02 00:00:00,at Seahawks,-6.0,Falcons,42.0,,
14,2005-01-02 00:00:00,Lions,-3.0,at Titans,45.5,,
15,2005-01-02 00:00:00,Vikings,-4.0,at Redskins,41.0,,
0,2005-09-08 00:00:00,at Patriots,-7.5,Raiders,49.5,,
1,2005-09-11 00:00:00,at Giants,-2.5,Cardinals,37.5,,
2,2005-09-11 00:00:00,at Steelers,-7.0,Titans,40.0,,
3,2005-09-11 00:00:00,Rams,-6.0,at 49ers,46.5,,
4,2005-09-11 00:00:00,at Redskins,-5.5,Bears,33.0,,
5,2005-09-11 00:00:00,Colts,-3.0,at Ravens,46.5,,
6,2005-09-11 00:00:00,at Bills,-5.5,Texans,38.0,,
7,2005-09-11 00:00:00,at Panthers,-7.0,Saints,45.0,,
8,2005-09-11 00:00:00,Bengals,-3.5,at Browns,44.5,,
9,2005-09-11 00:00:00,at Lions,-3.0,Packers,46.0,,
10,2005-09-11 00:00:00,at Jaguars,-3.0,Seahawks,39.5,,
11,2005-09-11 00:00:00,at Chiefs,-3.0,Jets,47.5,,
12,2005-09-11 00:00:00,at Chargers,-4.5,Cowboys,40.0,,
13,2005-09-11 00:00:00,Broncos,-5.0,at Dolphins,38.5,,
14,2005-09-11 00:00:00,at Vikings,-6.0,Buccaneers,43.0,,
15,2005-09-12 00:00:00,Eagles,-1.0,at Falcons,41.5,,
0,2005-09-18 00:00:00,at Cardinals,-1.0,Rams,44.0,,
1,2005-09-18 00:00:00,Patriots,-3.0,at Panthers,43.5,,
2,2005-09-18 00:00:00,Lions,-1.0,at Bears,33.0,,
3,2005-09-18 00:00:00,at Bengals,-3.0,Vikings,47.5,,
4,2005-09-18 00:00:00,at Broncos,-3.0,Chargers,45.0,,
5,2005-09-18 00:00:00,at Packers,-6.0,Browns,41.5,,
6,2005-09-18 00:00:00,Steelers,-5.5,at Texans,38.0,,
7,2005-09-18 00:00:00,at Colts,-9.0,Jaguars,46.5,,
8,2005-09-18 00:00:00,at Jets,-5.5,Dolphins,37.0,,
9,2005-09-18 00:00:00,Chiefs,-1.0,at Raiders,54.0,,
10,2005-09-18 00:00:00,at Eagles,-13.0,49ers,40.5,,
11,2005-09-18 00:00:00,at Seahawks,-1.0,Falcons,42.0,,
12,2005-09-18 00:00:00,at Buccaneers,-2.5,Bills,34.5,,
13,2005-09-18 00:00:00,Ravens,-3.5,at Titans,37.0,,
14,2005-09-19 00:00:00,Giants,-3.0,at Saints,44.0,,
15,2005-09-19 00:00:00,at Cowboys,-5.5,Redskins,35.5,,
0,2005-09-25 00:00:00,Buccaneers,-3.5,at Packers,37.5,,
1,2005-09-25 00:00:00,at Colts,-14.0,Browns,47.0,,
2,2005-09-25 00:00:00,at Chargers,-5.5,Giants,42.0,,
3,2005-09-25 00:00:00,at Rams,-6.5,Titans,45.5,,
4,2005-09-25 00:00:00,Panthers,-3.0,at Dolphins,36.5,,
5,2005-09-25 00:00:00,at Vikings,-3.5,Saints,44.5,,
6,2005-09-25 00:00:00,at Jets,-2.5,Jaguars,33.5,,
7,2005-09-25 00:00:00,at Eagles,-8.0,Raiders,46.0,,
8,2005-09-25 00:00:00,at Steelers,-3.0,Patriots,42.0,,
9,2005-09-25 00:00:00,at Seahawks,-6.0,Cardinals,41.5,,
10,2005-09-25 00:00:00,Cowboys,-6.5,at 49ers,40.5,,
11,2005-09-25 00:00:00,at Bills,-2.5,Falcons,36.0,,
12,2005-09-25 00:00:00,Bengals,-3.0,at Bears,39.0,,
13,2005-09-26 00:00:00,at Broncos,-3.0,Chiefs,47.5,,
0,2005-10-02 00:00:00,at Bengals,-9.5,Texans,42.5,,
1,2005-10-02 00:00:00,at Jaguars,-4.0,Broncos,36.5,,
2,2005-10-02 00:00:00,at Chiefs,-1.5,Eagles,44.5,,
3,2005-10-02 00:00:00,at Patriots,-4.0,Chargers,47.5,,
4,2005-10-02 00:00:00,at Saints,-1.0,Bills,39.5,,
5,2005-10-02 00:00:00,at Giants,-3.0,Rams,46.0,,
6,2005-10-02 00:00:00,at Raiders,-3.0,Cowboys,47.0,,
7,2005-10-02 00:00:00,at Buccaneers,-6.5,Lions,34.0,,
8,2005-10-02 00:00:00,Colts,-7.0,at Titans,45.5,,
9,2005-10-02 00:00:00,at Redskins,-2.0,Seahawks,36.5,,
10,2005-10-02 00:00:00,at Cardinals,-2.5,49ers,43.5,,
11,2005-10-02 00:00:00,at Falcons,-6.0,Vikings,44.5,,
12,2005-10-02 00:00:00,at Ravens,-7.0,Jets,31.0,,
13,2005-10-03 00:00:00,at Panthers,-8.0,Packers,43.0,,
0,2005-10-09 00:00:00,Panthers,-2.5,at Cardinals,43.0,,
1,2005-10-09 00:00:00,at Falcons,-3.0,Patriots,44.0,,
2,2005-10-09 00:00:00,at Bills,-3.0,Dolphins,34.5,,
3,2005-10-09 00:00:00,at Browns,-3.0,Bears,36.0,,
4,2005-10-09 00:00:00,Eagles,-3.0,at Cowboys,44.0,,
5,2005-10-09 00:00:00,at Broncos,-7.0,Redskins,34.5,,
6,2005-10-09 00:00:00,at Lions,-1.0,Ravens,33.0,,
7,2005-10-09 00:00:00,at Packers,-3.0,Saints,41.5,,
8,2005-10-09 00:00:00,at Texans,-3.0,Titans,40.5,,
9,2005-10-09 00:00:00,at Jaguars,-3.0,Bengals,37.0,,
10,2005-10-09 00:00:00,at Rams,-3.0,Seahawks,49.5,,
11,2005-10-09 00:00:00,Buccaneers,-3.0,at Jets,31.5,,
12,2005-10-09 00:00:00,Colts,-15.0,at 49ers,46.5,,
13,2005-10-10 00:00:00,at Chargers,-3.0,Steelers,46.0,,
0,2005-10-16 00:00:00,at Ravens,-6.0,Browns,34.5,,
1,2005-10-16 00:00:00,at Bills,-3.0,Jets,33.0,,
2,2005-10-16 00:00:00,at Bears,-3.0,Vikings,37.5,,
3,2005-10-16 00:00:00,at Cowboys,-3.5,Giants,47.0,,
4,2005-10-16 00:00:00,at Broncos,-3.0,Patriots,47.0,,
5,2005-10-16 00:00:00,at Lions,-1.0,Panthers,41.0,,
6,2005-10-16 00:00:00,at Chiefs,-5.5,Redskins,43.0,,
7,2005-10-16 00:00:00,Falcons,-5.5,at Saints,43.5,,
8,2005-10-16 00:00:00,Chargers,-1.5,at Raiders,50.5,,
9,2005-10-16 00:00:00,at Steelers,-3.0,Jaguars,34.0,,
10,2005-10-16 00:00:00,at Seahawks,-9.0,Texans,45.5,,
11,2005-10-16 00:00:00,at Buccaneers,-4.0,Dolphins,35.0,,
